Retail Branding,Marketing Name,Device,Model
Huawei,HUAWEI P20 Lite,HWANE,HWV32
Huawei,HUAWEI P30,HWELE,ELE-AL00
Huawei,HUAWEI P30,HWELE,ELE-L04
Huawei,HUAWEI P30,HWELE,ELE-L09
Huawei,HUAWEI P30,HWELE,ELE-L14
Huawei,HUAWEI P30,HWELE,ELE-L29
Huawei,HUAWEI P30,HWELE,ELE-L39
Huawei,HUAWEI P30,HWELE,ELE-L49
Huawei,HUAWEI P30,HWELE,ELE-TL00
Huawei,HUAWEI P30 lite,HWMAR,HWV33
Huawei,HUAWEI P30 lite,HWMAR,MAR-LX1A
Huawei,HUAWEI P30 lite,HWMAR,MAR-LX1Am
Huawei,HUAWEI P30 lite,HWMAR,MAR-LX1B
Huawei,HUAWEI P30 lite,HWMAR,MAR-LX1M
Huawei,HUAWEI P30 lite,HWMAR,MAR-LX1Mm
Huawei,HUAWEI P30 lite,HWMAR,MAR-LX2
Huawei,HUAWEI P30 lite,HWMAR,MAR-LX2B
Huawei,HUAWEI P30 lite,HWMAR,MAR-LX2m
Huawei,HUAWEI P30 lite,HWMAR,MAR-LX3A
Huawei,HUAWEI P30 lite,HWMAR,MAR-LX3Am
Huawei,HUAWEI P30 lite,HWMAR,MAR-LX3Bm
Huawei,HUAWEI P9 lite mini,HWSLA-Q,SLA-L02
Huawei,HUAWEI P9 lite mini,HWSLA-Q,SLA-L22
Huawei,HUAWEI P9 lite mini,HWSLA-Q,SLA-L23
Huawei,HUAWEI Y MAX,HWARS-Q,ARS-L22
Huawei,HUAWEI Y3 2017,HWCRO-L6737M,CRO-L02
Huawei,HUAWEI Y3 2017,HWCRO-L6737M,CRO-L22
Huawei,HUAWEI Y3 2017,HWCRO-L6737M,HUAWEI CRO-L02
Huawei,HUAWEI Y3 2017,HWCRO-L6737M,HUAWEI CRO-L22
Huawei,HUAWEI Y3 2018,HWCAG-L6737M,CAG-L02
Huawei,HUAWEI Y3 2018,HWCAG-L6737M,CAG-L22
Huawei,HUAWEI Y5 2018,HWDRA-M,DRA-L01
Huawei,HUAWEI Y5 2018,HWDRA-M,DRA-L21
Huawei,HUAWEI Y5 2018,HWDRA-M,DRA-LX2
Huawei,HUAWEI Y5 2018,HWDRA-MG,DRA-LX3
Huawei,HUAWEI Y5 2019,HWAMN-M,AMN-LX1
Huawei,HUAWEI Y5 2019,HWAMN-M,AMN-LX2
Huawei,HUAWEI Y5 2019,HWAMN-M,AMN-LX3
Huawei,HUAWEI Y5 2019,HWAMN-M,AMN-LX9
Huawei,HUAWEI Y5 Prime 2018,HWDRA-M,DRA-LX2
Huawei,HUAWEI Y5 lite,HWDRA-MG,DRA-LX5
Huawei,HUAWEI Y5 lite 2017,HWCRO-L6737M,CRO-L03
Huawei,HUAWEI Y5 lite 2017,HWCRO-L6737M,CRO-L23
Huawei,HUAWEI Y5 lite 2017,HWCRO-L6737M,HUAWEI CRO-L03
Huawei,HUAWEI Y5 lite 2017,HWCRO-L6737M,HUAWEI CRO-L23
Huawei,HUAWEI Y5 lite 2018,HWCAG-L6737M,CAG-L03
Huawei,HUAWEI Y5 lite 2018,HWCAG-L6737M,CAG-L23
Huawei,HUAWEI Y6 2017,HWMYA-L6737,MYA-L11
Huawei,HUAWEI Y6 2018,HWATU-QG,ATU-L11
Huawei,HUAWEI Y6 2018,HWATU-QG,ATU-L21
Huawei,HUAWEI Y6 2018,HWATU-QG,ATU-L22
Huawei,HUAWEI Y6 2018,HWATU-QG,ATU-LX3
Huawei,HUAWEI Y6 2019,HWMRD-M1,MRD-LX1
Huawei,HUAWEI Y6 2019,HWMRD-M1,MRD-LX1F
Huawei,HUAWEI Y6 2019,HWMRD-M1,MRD-LX1N
Huawei,HUAWEI Y6 2019,HWMRD-M1,MRD-LX3
Huawei,HUAWEI Y6 Prime 2018,HWATU-QG,ATU-L31
Huawei,HUAWEI Y6 Prime 2018,HWATU-QG,ATU-L42
Huawei,HUAWEI Y6 Pro 2019,HWMRD-M1,MRD-LX2
Huawei,HUAWEI Y6II,HWCAM-H,HUAWEI CAM-L53
Huawei,HUAWEI Y6s,HWJAT-M,JAT-L29
Huawei,HUAWEI Y6s,HWJAT-M,JAT-L41
Huawei,HUAWEI Y6s,HWJAT-M,JAT-LX1
Huawei,HUAWEI Y6s,HWJAT-M,JAT-LX3
Huawei,HUAWEI Y7 2018,HWLDN-Q,LDN-L01
Huawei,HUAWEI Y7 2018,HWLDN-Q,LDN-L21
Huawei,HUAWEI Y7 2018,HWLDN-Q,LDN-LX3
Huawei,HUAWEI Y7 2019,HWDUB-Q,DUB-LX1
Huawei,HUAWEI Y7 2019,HWDUB-Q,DUB-LX3
Huawei,HUAWEI Y7 Prime 2018,HWLDN-Q,LDN-L21
Huawei,HUAWEI Y7 Prime 2018,HWLDN-Q,LDN-LX2
Huawei,HUAWEI Y7 Pro 2019,HWDUB-Q,DUB-LX2
Huawei,HUAWEI Y7s,HWDUB-Q,DUB-LX1
Huawei,HUAWEI Y7s,HWDUB-Q,DUB-LX2
Huawei,HUAWEI Y7s,HWDUB-Q,DUB-LX3
Huawei,HUAWEI Y8s,HWJKM-H,JKM-LX1
Huawei,HUAWEI Y8s,HWJKM-H,JKM-LX2
Huawei,HUAWEI Y8s,HWJKM-H,JKM-LX3
Huawei,HUAWEI Y9 2018,HWFLA-H,FLA-LX1
Huawei,HUAWEI Y9 2018,HWFLA-H,FLA-LX2
Huawei,HUAWEI Y9 2018,HWFLA-H,FLA-LX3
Huawei,HUAWEI Y9 2019,HWJKM-H,JKM-LX1
Huawei,HUAWEI Y9 2019,HWJKM-H,JKM-LX2
Huawei,HUAWEI Y9 2019,HWJKM-H,JKM-LX3
Huawei,HUAWEI Y9 Prime 2019,HWSTK-HF,STK-L21
Huawei,HUAWEI Y9s,HWSTK-HF,STK-L21
Huawei,HUAWEI Y9s,HWSTK-HF,STK-L22
Huawei,HUAWEI Y9s,HWSTK-HF,STK-LX3
Huawei,HUAWEI nova 2 Plus,HWBAC,BAC-L21
Huawei,HUAWEI nova 2 Plus,HWBAC,BAC-L22
Huawei,HUAWEI nova 2 lite,HWLDN-Q,LDN-LX2
Huawei,HUAWEI nova 5T,HWYAL,YAL-L21
Huawei,HUAWEI nova 5T Pro,HWYAL,YAL-L41
Huawei,HUAWEI nova lite 2,HWFIG-H,704HW
Huawei,HUAWEI nova lite 3,HWPOT-H,POT-LX2J
Huawei,HUAWEI nova lite 3+,HWPOT-H,POT-LX2J
Huawei,HUAWEI nova lite for Y!mobile,HWPRA-H,608HW
Huawei,HUWEI MediaPad T3,HWKobe-Q,KOB-L09
Huawei,HUWEI MediaPad T3,HWKobe-Q,KOB-W09
Huawei,HW-03E,HW-03E,HW-03E
Huawei,HWT31,hwfdra04l,HWT31
Huawei,Hol-T00,HWHol-T,Hol-T00
Huawei,Hol-U10,HWHol-U,Hol-U10
Huawei,Hol-U19,HWHol-U,Hol-U19
Huawei,Honor 10,HWCOL,COL-AL00
Huawei,Honor 10,HWCOL,COL-AL10
Huawei,Honor 10,HWCOL,COL-L29
Huawei,Honor 10,HWCOL,COL-TL10
Huawei,Honor 10 Lite,HWHRY-H,HRY-AL00
Huawei,Honor 10 Lite,HWHRY-HF,HRY-AL00a
Huawei,Honor 20i,HWHRY-HF,HRY-AL00Ta
Huawei,Honor 4A,hnSCC-Q,SCC-U21
Huawei,Honor 4A,hnSCL-Q,SCL-AL00
Huawei,Honor 4A,hnSCL-Q,SCL-CL00
Huawei,Honor 4A,hnSCL-Q,SCL-TL00
Huawei,Honor 4A,hnSCL-Q,SCL-TL00H
Huawei,Honor 5A,HWLYO-L6735,HUAWEI LYO-L21
Huawei,Honor 5A,HWLYO-L6735,LYO-L21
Huawei,Honor 5C,HNNEM-H,NEM-L21
Huawei,Honor 5C,HNNEM-H,NEM-L22
Huawei,Honor 5C,HNNEM-H,NEM-L51
Huawei,Honor 5X,HNKIW-Q,KIW-L21
Huawei,Honor 5X,HNKIW-Q,KIW-TL00H
Huawei,Honor 6A,HWDLI-Q,DLI-L22
Huawei,Honor 6A,HWDLI-Q,DLI-TL20
Huawei,Honor 6X,HWBLN-H,BLN-L24
Huawei,Honor 7,HWPLK,PLK-AL10
Huawei,Honor 7,HWPLK,PLK-CL00
Huawei,Honor 7,HWPLK,PLK-L01
Huawei,Honor 7,HWPLK,PLK-TL00
Huawei,Honor 7,HWPLK,PLK-TL01H
Huawei,Honor 7,HWPLK,PLK-UL00
Huawei,Honor 7A,HWAUM-Q,AUM-AL00
Huawei,Honor 7A,HWAUM-Q,AUM-AL20
Huawei,Honor 7A,HWAUM-Q,AUM-L29
Huawei,Honor 7A,HWAUM-Q,AUM-L33
Huawei,Honor 7A,HWAUM-Q,AUM-TL00
Huawei,Honor 7A,HWAUM-Q,AUM-TL20
Huawei,Honor 7A,HWDUA-M,DUA-L22
Huawei,Honor 7C,HWAUM-Q,AUM-L41
Huawei,Honor 7C,HWLND-Q,LND-AL30
Huawei,Honor 7C,HWLND-Q,LND-AL40
Huawei,Honor 7C,HWLND-Q,LND-L29
Huawei,Honor 7C,HWLND-Q,LND-TL30
Huawei,Honor 7C,HWLND-Q,LND-TL40
Huawei,Honor 7S,HWDRA-MG,DRA-LX5
Huawei,Honor 7S,HWDUA-M,DUA-AL00
Huawei,Honor 7S,HWDUA-M,DUA-L22
Huawei,Honor 7S,HWDUA-M,DUA-LX3
Huawei,Honor 7X,HWBND-H,BND-L21
Huawei,Honor 7X,HWBND-H,BND-L24
Huawei,Honor 7X,HWBND-H,BND-L31
Huawei,Honor 7i,HWATH,ATH-AL00
Huawei,Honor 7i,HWATH,ATH-CL00
Huawei,Honor 8,HWFRD,FRD-AL00
Huawei,Honor 8,HWFRD,FRD-AL10
Huawei,Honor 8,HWFRD,FRD-DL00
Huawei,Honor 8,HWFRD,FRD-L04
Huawei,Honor 8,HWFRD,FRD-L09
Huawei,Honor 8,HWFRD,FRD-L14
Huawei,Honor 8,HWFRD,FRD-L19
Huawei,Honor 8,HWFRD,FRD-L24
Huawei,Honor 8,HWFRD,FRD-TL00
Huawei,Honor 8 Lite,HWPRA-H,PRA-LX1
Huawei,Honor 8 Pro,HWDUK,DUK-L09
Huawei,Honor 8 Smart,HWVNS-H,VEN-L22
Huawei,Honor 8A,HWJAT-M,JAT-AL00
Huawei,Honor 8A,HWJAT-M,JAT-L29
Huawei,Honor 8A,HWJAT-M,JAT-L41
Huawei,Honor 8A,HWJAT-M,JAT-LX1
Huawei,Honor 8A,HWJAT-M,JAT-LX3
Huawei,Honor 8C,HWBKK-Q,BKK-L21
Huawei,Honor 8X,HWJSN-H,JSN-L21
Huawei,Honor 8X,HWJSN-H,JSN-L22
Huawei,Honor 8X,HWJSN-H,JSN-L23
Huawei,Honor 8X Max,HWARE-QC,ARE-L22HN
Huawei,Honor 8x,HWJSN-H,JSN-L42
Huawei,Honor 9,HWSTF,STF-AL00
Huawei,Honor 9,HWSTF,STF-AL10
Huawei,Honor 9,HWSTF,STF-L09
Huawei,Honor 9,HWSTF,STF-L09S
Huawei,Honor 9,HWSTF,STF-TL10
Huawei,Honor 9 Lite,HWLLD-H,LLD-L21
Huawei,Honor 9 Lite,HWLLD-H,LLD-L31
Huawei,Honor 9N,HWLLD-H2,LLD-AL20
Huawei,Honor Box,m321,M321
Huawei,Honor Box Pro,hwHiTV-M1,HiTV-M1
Huawei,Honor Box voice,HWM311,M311
Huawei,Honor Magic,HWNTS,HUAWEI NTS-AL00
Huawei,Honor Magic,HWNTS,NTS-AL00
Huawei,Honor Magic 2,HWTNY,TNY-AL00
Huawei,Honor Magic 2,HWTNY,TNY-TL00
Huawei,Honor Note10,HWRVL,RVL-AL09
Huawei,Honor Play,HWCOR,COR-AL00
Huawei,Honor Play,HWCOR,COR-AL10
Huawei,Honor Play,HWCOR,COR-L29
Huawei,Honor Play,HWCOR,COR-TL10
Huawei,Honor V10,HWBKL,BKL-AL00
Huawei,Honor V10,HWBKL,BKL-AL20
Huawei,Honor V10,HWBKL,BKL-TL10
Huawei,Honor V8,HWKNT,KNT-AL10
Huawei,Honor V8,HWKNT,KNT-AL20
Huawei,Honor V8,HWKNT,KNT-TL10
Huawei,Honor V8,HWKNT,KNT-UL10
Huawei,Honor V9,HWDUK,DUK-AL20
Huawei,Honor V9,HWDUK,DUK-TL30
Huawei,Honor View 10,HWBKL,BKL-L04
Huawei,Honor View 10,HWBKL,BKL-L09
Huawei,Honor3,hwH30-T10,H30-T10
Huawei,Honor3,hwH30-U10,H30-U10
Huawei,Honor3,hwhn3-u00,HUAWEI HN3-U00
Huawei,Honor3,hwhn3-u01,HUAWEI HN3-U01
Huawei,Honor 8A,HWJAT-M,JAT-AL00
Huawei,Huawei Ascend XT2™,HWH1711-Q,H1711
Huawei,Huawei Elate™,HWH1711-Q,H1711z
Huawei,Huawei Mate 20 X,HWEVR,EVR-L29
Huawei,Huawei Mate 20 X,HWEVR,EVR-TL00
Huawei,Huawei Mate 20 X (5G),HWEVR,EVR-N29
Huawei,Huawei MediaPad T5,HWAGS2,AGS2-L03
Huawei,Huawei MediaPad T5,HWAGS2,AGS2-L09
Huawei,Huawei MediaPad T5,HWAGS2,AGS2-W19
Huawei,Huawei Nova 2,HWPIC,PIC-LX9
Huawei,Huawei P30,HWELE,ELE-L09
Huawei,Huawei Y9 2019,HWJKM-HM,JKM-AL00a
Huawei,Huawei Y9s,HWSTK-HF,STK-L21
Huawei,Huwei Mate 20 X,HWEVR,EVR-AL00
Huawei,IDEOS,U8150,Comet
Huawei,IDEOS,U8150,Ideos
Huawei,IDEOS,u8150,Ideos
Huawei,Ice-Twist,Ice-Twist,Ice-Twist
Huawei,Ideos X5,hwu8800-51,Huawei U8800-51
Huawei,Ideos X5,hwu8800-51,IDEOS X5
Huawei,Ideos X5,hwu8800-51,U8800
Huawei,Ideos X5,hwu8800-51,U8800-51
Huawei,Kiwi-2,HWH710VL-Q,H1622
Huawei,LISZT,hwliszt,HUAWEI M2-A01L
Huawei,LISZT,hwliszt,HUAWEI M2-A01W
Huawei,M2,HWMozart,HUAWEI M2-801L
Huawei,M2,HWMozart,HUAWEI M2-801W
Huawei,M2,HWMozart,HUAWEI M2-802L
Huawei,M2,HWMozart,HUAWEI M2-803L
Huawei,M220,hwmediaqm220,M220
Huawei,M220,hwmediaqm220,M220c
Huawei,M220,hwmediaqm220,dTV01
Huawei,M3,hwbeethoven,BTV-DL09
Huawei,M3,hwbeethoven,BTV-W09
Huawei,M310,hwsingleboxm310w,M310
Huawei,M620,M620,M620
Huawei,M620,M620,TB01
Huawei,M835,hwm835,HUAWEI-M835
Huawei,M860,M860,M860
Huawei,M865,hwm865,M865
Huawei,M865,hwm865,USCCADR3305
Huawei,M868,hwm868,HUAWEI M868
Huawei,MAIMANG 6,HWRNE,RNE-AL00
Huawei,MAIMANG 7,HWSNE,SNE-AL00
Huawei,MS4C,hwMS4C,MS4C
Huawei,MT1,hwmt1-u06,HUAWEI MT1-U06
Huawei,MT2-L01,hwmt2-l01,HUAWEI MT2-L01
Huawei,MT2-L02,hwmt2-l02,HUAWEI MT2-L02
Huawei,MT2-L03,hwMT2L03,MT2L03
Huawei,MT2-L05,hwmt2-l05,HUAWEI MT2-L05
Huawei,MT2L03LITE,hwMT2L03LITE,MT2L03
Huawei,Mate,hwmt1-t00,HUAWEI MT1-T00
Huawei,Mate 10,HWALP,ALP-AL00
Huawei,Mate 10,HWALP,ALP-L09
Huawei,Mate 10,HWALP,ALP-L29
Huawei,Mate 10,HWALP,ALP-TL00
Huawei,Mate 10 Pro,HWBLA,BLA-A09
Huawei,Mate 10 Pro,HWBLA,BLA-AL00
Huawei,Mate 10 Pro,HWBLA,BLA-L09
Huawei,Mate 10 Pro,HWBLA,BLA-L29
Huawei,Mate 10 Pro,HWBLA,BLA-TL00
Huawei,Mate 10 lite,HWRNE,RNE-L01
Huawei,Mate 10 lite,HWRNE,RNE-L03
Huawei,Mate 10 lite,HWRNE,RNE-L21
Huawei,Mate 10 lite,HWRNE,RNE-L23
Huawei,Mate 20,HWHMA,HMA-AL00
Huawei,Mate 20,HWHMA,HMA-L09
Huawei,Mate 20,HWHMA,HMA-L29
Huawei,Mate 20,HWHMA,HMA-TL00
Huawei,Mate 20 Pro,HWLYA,LYA-AL00
Huawei,Mate 20 Pro,HWLYA,LYA-AL10
Huawei,Mate 20 Pro,HWLYA,LYA-L09
Huawei,Mate 20 Pro,HWLYA,LYA-L29
Huawei,Mate 20 Pro,HWLYA,LYA-TL00
Huawei,Mate 20 RS,HWLYA,LYA-AL00P
Huawei,Mate 20 lite,HWSNE,SNE-LX1
Huawei,Mate 20 lite,HWSNE,SNE-LX2
Huawei,Mate 20 lite,HWSNE,SNE-LX3
Huawei,Mate 7,hwmt7,HUAWEI MT7-CL00
Huawei,Mate 7,hwmt7,HUAWEI MT7-J1
Huawei,Mate 7,hwmt7,HUAWEI MT7-L09
Huawei,Mate 7,hwmt7,HUAWEI MT7-TL00
Huawei,Mate 7,hwmt7,HUAWEI MT7-TL10
Huawei,Mate 7,hwmt7,HUAWEI MT7-UL00
Huawei,Mate 8,HWNXT,HUAWEI NXT-AL10
Huawei,Mate 8,HWNXT,HUAWEI NXT-CL00
Huawei,Mate 8,HWNXT,HUAWEI NXT-DL00
Huawei,Mate 8,HWNXT,HUAWEI NXT-L09
Huawei,Mate 8,HWNXT,HUAWEI NXT-L29
Huawei,Mate 8,HWNXT,HUAWEI NXT-TL00
Huawei,Mate 8,HWNXT,HUAWEI NXT-TL00B
Huawei,Mate 8,HWNXT,NXT-AL10
Huawei,Mate 8,HWNXT,NXT-CL00
Huawei,Mate 8,HWNXT,NXT-DL00
Huawei,Mate 8,HWNXT,NXT-L09
Huawei,Mate 8,HWNXT,NXT-L29
Huawei,Mate 8,HWNXT,NXT-TL00
Huawei,Mate 9,HWMHA,MHA-AL00
Huawei,Mate 9,HWMHA,MHA-L09
Huawei,Mate 9,HWMHA,MHA-L29
Huawei,Mate 9,HWMHA,MHA-TL00
Huawei,Mate 9 Pro,HWLON,LON-AL00
Huawei,Mate 9 Pro,HWLON,LON-L29
Huawei,Mate S,HWCRR,HUAWEI CRR-CL00
Huawei,Mate S,HWCRR,HUAWEI CRR-CL20
Huawei,Mate S,HWCRR,HUAWEI CRR-L09
Huawei,Mate S,HWCRR,HUAWEI CRR-TL00
Huawei,Mate S,HWCRR,HUAWEI CRR-UL00
Huawei,Mate S,HWCRR,HUAWEI CRR-UL20
Huawei,Mate2,hwmt2-c00,HUAWEI MT2-C00
Huawei,MediaPad,hwt1701,HUAWEI MediaPad T1 7.0 3G
Huawei,MediaPad,hwt1701,T1 7.0
Huawei,MediaPad,hwt1701,T1-701u
Huawei,MediaPad,hwt1701,T1-701ua
Huawei,MediaPad,hwt1701,T1-701us
Huawei,MediaPad,hwt1701,T1-701w
Huawei,MediaPad,hwt1701,Telpad QS
Huawei,MediaPad 10 FHD,hws10101l,MediaPad 10 FHD
Huawei,MediaPad 10 Link,hws10201w,MediaPad 10 LINK
Huawei,MediaPad 10 Link,hws10201w,dtab 01
Huawei,MediaPad 10 Link+,hws10231l,402HW
Huawei,MediaPad 10 Link+,hws10231l,MediaPad 10 Link+
Huawei,MediaPad 10 Link+,hws10231l,S10-232L
Huawei,MediaPad 10 Link+,hws10231l,SpeedTAB
Huawei,MediaPad 7 Lite,hws7930u,MediaPad 7 Lite
Huawei,MediaPad 7 Lite Quad,hws7961w,Telpad QS
Huawei,MediaPad 7 Lite Quad,hws7961w,Telpad Quad S
Huawei,MediaPad 7 Vogue,hws7601us,MediaPad 7 Vogue
Huawei,MediaPad 7 Youth2,hws7721u,MediaPad 7 Youth 2
Huawei,MediaPad 7 Youth2,hws7721u,S7-721u
Huawei,MediaPad M1 8.0,hws8301l,403HW
Huawei,MediaPad M1 8.0,hws8301l,CNPC Security Pad S1
Huawei,MediaPad M1 8.0,hws8301l,HUAWEI MediaPad M1 8.0
Huawei,MediaPad M1 8.0,hws8301l,MediaPad M1 8.0
Huawei,MediaPad M1 8.0,hws8301l,MediaPad M1 8.0 (LTE)
Huawei,MediaPad M1 8.0,hws8301l,MediaPad M1 8.0 (WIFI)
Huawei,MediaPad M1 8.0,hws8301l,S8-303L
Huawei,MediaPad M1 8.0,hws8301l,S8-303LT
Huawei,MediaPad M1 8.0,hws8301l,S8-306L
Huawei,MediaPad M3 Lite 10,HWBAH-Q,BAH-AL00
Huawei,MediaPad M3 Lite 10,HWBAH-Q,BAH-L09
Huawei,MediaPad M3 Lite 10,HWBAH-Q,BAH-W09
Huawei,MediaPad T2 10.0 Pro,hwfdr,605HW
Huawei,MediaPad T2 10.0 Pro,hwfdr,606HW
Huawei,MediaPad T2 10.0 Pro,hwfdr,FDR-A05L
Huawei,MediaPad T2 10.0 pro,HWFDR,FDR-A01L
Huawei,MediaPad T2 10.0 pro,HWFDR,FDR-A01w
Huawei,MediaPad T2 10.0 pro,HWFDR,FDR-A03L
Huawei,MediaPad T2 7.0,hwbgo,BGO-DL09
Huawei,MediaPad T2 7.0,hwbgo,BGO-L03
Huawei,MediaPad T2 8.0 Pro,hwjdn,JDN-AL00
Huawei,MediaPad T2 8.0 Pro,hwjdn,JDN-L01
Huawei,MediaPad T2 8.0 Pro,hwjdn,JDN-W09
Huawei,MediaPad T3 7,HWBG2,BG2-U01
Huawei,MediaPad T3 7,hwbg2,BG2-W09
Huawei,MediaPad Vogue,hws7601u,MediaPad 7 Lite II
Huawei,MediaPad Vogue,hws7601u,MediaPad 7 Vogue
Huawei,MediaPad X1 7.0,hw7d501l,7D-501u
Huawei,MediaPad X1 7.0,hw7d501l,MediaPad X1
Huawei,MediaPad X1 7.0,hw7d501l,MediaPad X1 7.0
Huawei,MediaPad X1 7.0,hw7d501l,X1 7.0
Huawei,MediaPad Youth,hws7701w,MediaPad 7 Youth
Huawei,MediaPad7,hws7601w,MediaPad 7 Vogue
Huawei,MediaQ M380,HWM380,M380-10
Huawei,Nexus 6P,angler,Nexus 6P
Huawei,Nova 3i,HWINE,INE-LX2r
Huawei,P10,HWVTR,VTR-AL00
Huawei,P10,HWVTR,VTR-L09
Huawei,P10,HWVTR,VTR-L29
Huawei,P10,HWVTR,VTR-TL00
Huawei,P10 Plus,HWVKY,VKY-AL00
Huawei,P10 Plus,HWVKY,VKY-L09
Huawei,P10 Plus,HWVKY,VKY-L29
Huawei,P10 Plus,HWVKY,VKY-TL00
Huawei,P10 lite,HWWAS-H,WAS-L03T
Huawei,P10 lite,HWWAS-H,WAS-LX1
Huawei,P10 lite,HWWAS-H,WAS-LX1A
Huawei,P10 lite,HWWAS-H,WAS-LX2
Huawei,P10 lite,HWWAS-H,WAS-LX2J
Huawei,P10 lite,HWWAS-H,WAS-LX3
Huawei,P2,hwp2-6070,HUAWEI P2-6070
Huawei,P20,HWEML,EML-AL00
Huawei,P20,HWEML,EML-L09
Huawei,P20,HWEML,EML-L29
Huawei,P20,HWEML,EML-TL00
Huawei,P20 Pro,HW-01K,HW-01K
Huawei,P20 Pro,HWCLT,CLT-AL00
Huawei,P20 Pro,HWCLT,CLT-AL00l
Huawei,P20 Pro,HWCLT,CLT-AL01
Huawei,P20 Pro,HWCLT,CLT-L04
Huawei,P20 Pro,HWCLT,CLT-L09
Huawei,P20 Pro,HWCLT,CLT-L29
Huawei,P20 Pro,HWCLT,CLT-TL00
Huawei,P20 Pro,HWCLT,CLT-TL01
Huawei,P20 lite,HWANE,ANE-LX1
Huawei,P20 lite,HWANE,ANE-LX2
Huawei,P20 lite,HWANE,ANE-LX3
Huawei,P20Pro,HWCLT,CLT-L09
Huawei,P20Pro,HWCLT,CLT-L29
Huawei,P30 Pro,HW-02L,HW-02L
Huawei,P30 Pro,HWVOG,VOG-AL00
Huawei,P30 Pro,HWVOG,VOG-AL10
Huawei,P30 Pro,HWVOG,VOG-L04
Huawei,P30 Pro,HWVOG,VOG-L09
Huawei,P30 Pro,HWVOG,VOG-L29
Huawei,P30 Pro,HWVOG,VOG-TL00
Huawei,P30 lite,HWMAR,MAR-LX2J
Huawei,P6,hwp6-c00,HUAWEI P6-C00
Huawei,P6,hwp6-t00,HUAWEI P6-T00
Huawei,P6,hwp6-t00,HUAWEI P6-T00V
Huawei,P6,hwp6-u06,HUAWEI Ascend P6
Huawei,P6,hwp6-u06,HUAWEI P6-U06
Huawei,P6,hwp6-u06,HUAWEI P6-U06-orange
Huawei,P6S,hwP6s-l04,P6 S-L04
Huawei,P6S-L04,hwp6s-l04,302HW
Huawei,P6S-U06,hwp6s-u06,HUAWEI P6 S-U06
Huawei,P7,hwp7,HUAWEI P7-L00
Huawei,P7,hwp7,HUAWEI P7-L05
Huawei,P7,hwp7,HUAWEI P7-L07
Huawei,P7,hwp7,HUAWEI P7-L10
Huawei,P7,hwp7,HUAWEI P7-L11
Huawei,P7,hwp7,HUAWEI P7-L12
Huawei,P7 mini,hwP7Mini,HUAWEI P7 mini
Huawei,P7-L09,hwp7,HUAWEI P7-L09
Huawei,P8,HWGRA,HUAWEI GRA-CL00
Huawei,P8,HWGRA,HUAWEI GRA-CL10
Huawei,P8,HWGRA,HUAWEI GRA-L09
Huawei,P8,HWGRA,HUAWEI GRA-TL00
Huawei,P8,HWGRA,HUAWEI GRA-UL00
Huawei,P8,HWGRA,HUAWEI GRA-UL10
Huawei,P8 Lite,hwALE-H,503HW
Huawei,P8 Lite,hwALE-H,ALE-L02
Huawei,P8 Lite,hwALE-H,ALE-L21
Huawei,P8 Lite,hwALE-H,ALE-L23
Huawei,P8 Lite,hwALE-H,Autana LTE
Huawei,P8 Lite,hwALE-Q,HUAWEI ALE-CL00
Huawei,P8 Lite,hwALE-Q,HUAWEI ALE-L04
Huawei,P8 lite 2017,HWPRA-H,PRA-LA1
Huawei,P8 lite 2017,HWPRA-H,PRA-LX1
Huawei,P8 青春版,hwALE-H,ALE-TL00
Huawei,P8 青春版,hwALE-H,ALE-UL00
Huawei,P8max,HWP8max,HUAWEI P8max
Huawei,P9,HWEVA,EVA-AL00
Huawei,P9,HWEVA,EVA-AL10
Huawei,P9,HWEVA,EVA-CL00
Huawei,P9,HWEVA,EVA-DL00
Huawei,P9,HWEVA,EVA-L09
Huawei,P9,HWEVA,EVA-L19
Huawei,P9,HWEVA,EVA-L29
Huawei,P9,HWEVA,EVA-TL00
Huawei,P9 Lite PREMIUM,HWVNS-Q,HUAWEI VNS-L52
Huawei,P9 Plus,HWVIE,VIE-AL10
Huawei,P9 Plus,HWVIE,VIE-L09
Huawei,P9 Plus,HWVIE,VIE-L29
Huawei,P9 lite,HWVNS-H,HUAWEI VNS-L21
Huawei,P9 lite,HWVNS-H,HUAWEI VNS-L22
Huawei,P9 lite,HWVNS-H,HUAWEI VNS-L23
Huawei,P9 lite,HWVNS-H,HUAWEI VNS-L31
Huawei,P9 lite,HWVNS-H,HUAWEI VNS-L53
Huawei,P9 lite,HWVNS-Q,HUAWEI VNS-L62
Huawei,P9 lite smart,HWDIG-L8940,DIG-L03
Huawei,P9 lite smart,HWDIG-L8940,DIG-L23
Huawei,PE-CL00,hwPE,PE-CL00
Huawei,PE-TL00M,hwPE,PE-TL00M
Huawei,PE-TL10,hwPE,PE-TL10
Huawei,PE-TL20,hwPE,PE-TL20
Huawei,PE-UL00,hwPE,PE-UL00
Huawei,PORSCHE DESIGN HUAWEI Mate RS,HWNEO,NEO-AL00
Huawei,PORSCHE DESIGN HUAWEI Mate RS,HWNEO,NEO-L29
Huawei,Prism II,hwu8686,Prism II
Huawei,Q22,HWQ22,Q22
Huawei,RIO-CL00,hwRIO-CL00,HUAWEI RIO-CL00
Huawei,S10,hws10103l,MediaPad 10 FHD
Huawei,S10,hws10201l,MediaPad 10 LINK
